,Unnamed: 0,henry_constant,filename,additional,water,units,ads_and_des,other
1505,1505,0.0007801030152562549,10.1021Ja8039579.Isotherm4,,,,,
704,704,0.0006961777990574603,10.1039B807470d.isotherm15,,,,,
2492,2492,0.0006533518446777758,10.1021Jp906417z.Isotherm15,,,,,
2491,2491,0.0006516759879815488,10.1021Jp906417z.Isotherm16,,,,,
1067,1067,0.0006399836105245282,10.1021La800369s.isotherm1a,,,,,
2584,2584,0.0006116481121233354,10.1021la950969e.Isotherm5,,,,,
772,772,0.0005346781789145913,10.1021Ja4045289.isotherm29,,,,,
794,794,0.0004706532390459086,10.1016j.colsurfa.2014.09.017.Isotherm1,,,,,
1697,1697,0.0004595434224213039,10.1021La034766z.Isotherm11,,,,,
793,793,0.00043806639579937253,10.1016j.colsurfa.2014.09.017.Isotherm2,,,,,
255,255,0.00043231232984214764,10.1021la950969e.Isotherm4,,,,,
85,85,0.00029911034508663944,10.1016j.procs.2011.04.128.Isotherm4,,,,,
2962,2962,0.00023271254123220566,10.1021acs.iecr.6b01560.Isotherm5,,,,,
2963,2963,0.0002263810180729293,10.1021acs.iecr.6b01560.Isotherm11,,,,,
2012,2012,0.0002022387314940052,10.1002adfm.201200084.Isotherm8,,,,,
1694,1694,0.0001920785597486905,10.1021La034766z.Isotherm8,,,,,
2775,2775,0.00017891586611864632,10.1021Jp809539w.isotherm20,,,,,
2958,2958,0.00016867332556946482,10.1021acs.iecr.6b01560.Isotherm9,,,,,
2959,2959,0.00016379266259174114,10.1021acs.iecr.6b01560.Isotherm10,,,,,
2046,2046,0.00015887577600800856,10.1016j.memsci.2011.05.001.Isotherm20,,,,,
2765,2765,0.0001379115175018101,10.1021la950969e.Isotherm3,,,,,
1695,1695,9.339352172792408e-05,10.1021La034766z.Isotherm17,,,,,
1469,1469,9.68452540154759e-06,10.1134s2070205109020014.isotherm6,,,,,
2063,2063,9.232218560645227e-07,10.1016j.memsci.2011.05.001.Isotherm24,,,,,
1712,1712,5.334490626404735e-07,10.1039C000931h.Isotherm2,,,,,
1711,1711,4.989274437322243e-07,10.1039C000931h.Isotherm3,,,,,
1710,1710,4.6638021736380204e-07,10.1039C000931h.Isotherm4,,,,,
1723,1723,3.218050004643765e-07,10.1007s10853-009-3579-4.Isotherm7,,,,,
1713,1713,2.467147597467271e-07,10.1039C000931h.Isotherm1,,,,,
452,452,2.0000000000000003e-10,10.1021La302050m.isotherm16,,,,,
2769,2769,2.0000000000000003e-10,10.1021Jp809539w.isotherm18,,,,,
555,555,2.0000000000000003e-10,10.11552015439382.Isotherm1,,,,,
295,295,2.0000000000000003e-10,10.1021jp067226u.isotherm9,,,,,
2294,2294,2.0000000000000003e-10,10.1039C3sc52348a.Isotherm15,,,,,
445,445,2.0000000000000003e-10,10.1021La302050m.isotherm23,,,,,
705,705,2.0000000000000003e-10,10.1021La900283t.isotherm16,,,,,
728,728,2.0000000000000003e-10,10.1016j.micromeso.2010.09.013.Isotherm53,,,,,
2794,2794,2.0000000000000003e-10,10.1016j.micromeso.2012.09.002.Isotherm7-2,,,,,
2411,2411,2.0000000000000003e-10,10.1039C2dt12102f.Isotherm17,,,,,
416,416,2.0000000000000003e-10,10.1016j.apsusc.2012.10.040.Isotherm12,,,,,
310,310,2.0000000000000003e-10,10.1016j.coal.2011.05.001.isothherm9,,,,,
2948,2948,2.0000000000000003e-10,10.1021acs.langmuir.5b00655.Isotherm25,,,,,
1284,1284,2.0000000000000003e-10,10.1021Jp050948l.isotherm27,,,,,
2406,2406,2.0000000000000003e-10,10.1039C2dt12102f.Isotherm26,,,,,
981,981,2.0000000000000003e-10,10.1016j.micromeso.2012.08.002.isotherm3,,,,,
2402,2402,2.0000000000000003e-10,10.1039C2dt12102f.Isotherm34,,,,,
2124,2124,2.0000000000000003e-10,10.1021La302537d.Isotherm18,,,,,
1902,1902,2.0000000000000003e-10,10.1016j.ces.2009.05.039.isotherm13,,,,,
787,787,2.0000000000000003e-10,10.1016j.micromeso.2010.09.013.Isotherm11,,,,,
784,784,2.0000000000000003e-10,10.1016j.micromeso.2010.09.013.Isotherm4,,,,,
880,880,2.0000000000000003e-10,10.1016j.micromeso.2010.09.013.Isotherm29,,,,,
2510,2510,2.0000000000000003e-10,10.1016j.micromeso.2010.07.007.isotherm7,,,,,
2350,2350,2.0000000000000003e-10,10.1039C3dt50896j.isotherm5,,,,,
893,893,2.0000000000000003e-10,10.1016j.fluid.2013.11.029.Isotherm53,,,,,
1238,1238,2.0000000000000003e-10,10.1021Jp809539w.isotherm11,,,,,
1149,1149,2.0000000000000003e-10,10.1039B807470d.isotherm10,,,,,
332,332,2.0000000000000003e-10,10.1007s10450-006-0138-z.isotherm9,,,,,
333,333,2.0000000000000003e-10,10.1007s10450-006-0138-z.isotherm8,,,,,
752,752,2.0000000000000003e-10,10.1021La803085h.isotherm15,,,,,
427,427,2.0000000000000003e-10,10.1134s0033173208020070.isotherm5,,,,,
743,743,2.0000000000000003e-10,10.1007s10450-010-9305-3.Isotherm24,,,,,
370,370,2.0000000000000003e-10,10.1021jp067226u.isotherm3,,,,,
2312,2312,2.0000000000000003e-10,10.1021Sc300036p.Isotherm18,,,,,
2505,2505,2.0000000000000003e-10,10.1039C1jm10264h.Isotherm26,,,,,
2121,2121,2.0000000000000003e-10,10.1021La302537d.Isotherm38,,,,,
2404,2404,2.0000000000000003e-10,10.1039C2dt12102f.Isotherm30,,,,,
2120,2120,2.0000000000000003e-10,10.1021La302537d.Isotherm5,,,,,
721,721,2.0000000000000003e-10,10.1021Ef800938e.isotherm8,,,,,
401,401,2e-10,10.1016j.coal.2011.05.001.isothherm24,,,,,
469,469,2e-10,10.1007s10450-013-9527-2.isotherm9,,,,,
402,402,2e-10,10.1016j.coal.2011.05.001.isothherm23,,,,,
481,481,2e-10,10.108001496399508225610.isotherm2,,,,,
400,400,2e-10,10.1016j.coal.2011.05.001.isothherm25,,,,,
2969,2969,2e-10,10.1016j.micromeso.2015.03.021.Isotherm4,,,,,
2950,2950,2e-10,10.1021acs.langmuir.5b00655.Isotherm15,,,,,
2951,2951,2e-10,10.1021acs.langmuir.5b00655.Isotherm13,,,,,
2952,2952,2e-10,10.1021acs.langmuir.5b00655.Isotherm11,,,,,
399,399,2e-10,10.1016j.coal.2011.05.001.isothherm26,,,,,
398,398,2e-10,10.1016j.coal.2011.05.001.isothherm27,,,,,
397,397,2e-10,10.1016j.coal.2011.05.001.isothherm28,,,,,
396,396,2e-10,10.1016j.coal.2011.05.001.isothherm29,,,,,
395,395,2e-10,10.1016j.coal.2011.05.001.isothherm30,,,,,
480,480,2e-10,10.108001496399508225610.isotherm3,,,,,
394,394,2e-10,10.1016j.coal.2011.05.001.isothherm31,,,,,
67,67,2e-10,10.1002Aic.13970.isotherm49,,,,,
392,392,2e-10,10.1016j.colsurfa.2013.12.047.isotherm10,,,,,
403,403,2e-10,10.1016j.coal.2011.05.001.isothherm22,,,,,
449,449,2e-10,10.1021La302050m.isotherm19,,,,,
404,404,2e-10,10.1016j.coal.2011.05.001.isothherm21,,,,,
2190,2190,2e-10,10.1016j.ces.2014.08.039.Isotherm10,,,,,
1770,1770,2e-10,10.1039C4ee00143e.Isotherm73,,,,,
450,450,2e-10,10.1021La302050m.isotherm18,,,,,
419,419,2e-10,10.1016j.apsusc.2012.10.040.Isotherm1,,,,,
426,426,2e-10,10.1039c3cc46492j.isotherm3,,,,,
2921,2921,2e-10,10.1021Cm9014749.Isotherm4,,,,,
3109,3109,2e-10,10.1002anie.201206724.isotherm4,,,,,
53,53,2e-10,10.1002chem.200902144.Isotherm20,,,,,
2298,2298,2e-10,10.1039C3sc52348a.Isotherm16,,,,,
442,442,2e-10,10.1021la4004998.isotherm34,,,,,
415,415,2e-10,10.1016j.apsusc.2012.10.040.Isotherm13,,,,,
1573,1573,2e-10,10.1021Jp809539w.isotherm27,,,,,
33,33,2e-10,10.1016j.micromeso.2012.09.002.Isotherm6-2,,,,,
2313,2313,2e-10,10.1021Sc300036p.Isotherm16,,,,,
1555,1555,2e-10,10.1021jp206959k.Isotherm14,,,,,
1806,1806,2e-10,10.1016j.micromeso.2012.02.034.Isotherm29,,,,,
24,24,2e-10,10.1021Jp303790r.Isotherm10,,,,,
447,447,2e-10,10.1021La302050m.isotherm21,,,,,
448,448,2e-10,10.1021La302050m.isotherm20,,,,,
417,417,2e-10,10.1016j.apsusc.2012.10.040.Isotherm11,,,,,
414,414,2e-10,10.1016j.apsusc.2012.10.040.Isotherm14,,,,,
1781,1781,2e-10,10.1016j.fluid.2013.11.029.Isotherm81,,,,,
410,410,2e-10,10.1016j.apsusc.2012.10.040.Isotherm4,,,,,
1766,1766,2e-10,10.1007s13738-013-0347-9.Isotherm10,,,,,
2400,2400,2e-10,10.1039C2dt12102f.Isotherm5,,,,,
2399,2399,2e-10,10.1039C2dt12102f.Isotherm6,,,,,
1780,1780,2e-10,10.1016j.fluid.2013.11.029.Isotherm87,,,,,
407,407,2e-10,10.1016j.apsusc.2012.10.040.Isotherm7,,,,,
2940,2940,2e-10,10.1021acs.langmuir.5b00655.Isotherm16,,,,,
62,62,2e-10,10.1016j.memsci.2011.09.040.Isotherm3,,,,,
409,409,2e-10,10.1016j.apsusc.2012.10.040.Isotherm5,,,,,
411,411,2e-10,10.1016j.apsusc.2012.10.040.Isotherm3,,,,,
412,412,2e-10,10.1016j.apsusc.2012.10.040.Isotherm2,,,,,
1604,1604,2e-10,10.1016j.apenergy.2015.03.123.Isotherm2,,,,,
2933,2933,2e-10,10.1021acs.langmuir.5b00655.Isotherm4,,,,,
1599,1599,2e-10,10.1111j.1755-6724.2010.00347.x.Isotherm7,,,,,
60,60,2e-10,10.1021Jp303790r.Isotherm10-1,,,,,
59,59,2e-10,10.1039C4ee01009d.Isotherm23,,,,,
2123,2123,2e-10,10.1021La302537d.Isotherm30,,,,,
2398,2398,2e-10,10.1039C2dt12102f.Isotherm9,,,,,
453,453,2e-10,10.1021La302050m.isotherm15,,,,,
408,408,2e-10,10.1016j.apsusc.2012.10.040.Isotherm6,,,,,
2344,2344,2e-10,10.1021Ic500722n.Isotherm47,,,,,
2970,2970,2e-10,10.1016j.micromeso.2015.03.021.Isotherm5,,,,,
237,237,2e-10,10.1007978-1-4613-1375-5_17.isotherm3,,,,,
3036,3036,2e-10,10.1007s10934-010-9371-7.Isotherm7,,,,,
1804,1804,2e-10,10.1016j.micromeso.2012.02.034.Isotherm5,,,,,
1662,1662,2e-10,10.1021Jp1033273.Isotherm18,,,,,
1655,1655,2e-10,10.1021Jp1033273.Isotherm17,,,,,
221,221,2e-10,10.10160009-2509(83)80087-6.Isotherm2,,,,,
3031,3031,2e-10,10.1016j.egypro.2011.01.090.Isotherm5,,,,,
233,233,2e-10,10.1007978-1-4613-1375-5_17.isotherm7,,,,,
234,234,2e-10,10.1007978-1-4613-1375-5_17.isotherm6,,,,,
235,235,2e-10,10.1007978-1-4613-1375-5_17.isotherm5,,,,,
236,236,2e-10,10.1007978-1-4613-1375-5_17.isotherm4,,,,,
2140,2140,2e-10,10.1021La302537d.Isotherm22,,,,,
311,311,2e-10,10.1016j.coal.2011.05.001.isothherm8,,,,,
238,238,2e-10,10.1007978-1-4613-1375-5_17.isotherm2,,,,,
287,287,2e-10,10.1021Jp106547j.isotherm8,,,,,
2137,2137,2e-10,10.1021La302537d.Isotherm29,,,,,
1651,1651,2e-10,10.108008927022.2011.602974.Isotherm27,,,,,
1716,1716,2e-10,10.1016j.micromeso.2009.03.045.Isotherm5,,,,,
2336,2336,2e-10,10.1021Ja4045289.isotherm27,,,,,
296,296,2e-10,10.1021jp067226u.isotherm2,,,,,
297,297,2e-10,10.1021jp067226u.isotherm10,,,,,
298,298,2e-10,10.1021jp067226u.isotherm1,,,,,
2334,2334,2e-10,10.1021Ic500722n.Isotherm46,,,,,
2339,2339,2e-10,10.1002anie.201408464.Isotherm6,,,,,
1803,1803,2e-10,10.1016j.micromeso.2012.02.034.Isotherm6,,,,,
1668,1668,2e-10,10.1021Jp3099768.Isotherm97,,,,,
1785,1785,2e-10,10.1007s1093401599820.Isotherm8,,,,,
175,175,2e-10,10.8888Ie200652e.isotherm4,,,,,
176,176,2e-10,10.8888Ie200652e.isotherm2,,,,,
1783,1783,2e-10,10.1016j.fluid.2013.11.029.Isotherm69,,,,,
180,180,2e-10,10.88880009-2509(83)80087-6.Isotherm5,,,,,
133,133,2e-10,10.1002Aic.13970.isotherm48,,,,,
129,129,2e-10,10.1021ic200937u.Isotherm5,,,,,
2348,2348,2e-10,10.1039C3dt50896j.isotherm4,,,,,
2152,2152,2e-10,10.1039C4ee00143e.Isotherm69,,,,,
188,188,2e-10,10.1021Ie200652e.isotherm4,,,,,
189,189,2e-10,10.1021Ie200652e.isotherm3,,,,,
123,123,2e-10,10.1016j.memsci.2011.09.040.Isotherm4,,,,,
3066,3066,2e-10,10.1002chem.201502615.Isotherm22,,,,,
190,190,2e-10,10.1021Ie200652e.isotherm2,,,,,
109,109,2e-10,10.1021Jp908978q.Isotherm16,,,,,
3069,3069,2e-10,10.1002chem.201502615.Isotherm23,,,,,
2151,2151,2e-10,10.1002anie.201105966.Isotherm13,,,,,
2141,2141,2e-10,10.1021La302537d.Isotherm21,,,,,
198,198,2e-10,10.10160009-2509(83)80087-6.Isotherm5,,,,,
202,202,2e-10,10.1021Jp3046356.Isotherm32,,,,,
1784,1784,2e-10,10.1016j.fluid.2013.11.029.Isotherm63,,,,,
3040,3040,2e-10,10.1002ejic.201500715.Isotherm5,,,,,
81,81,2e-10,10.1021jp206959k.Isotherm18,,,,,
312,312,2e-10,10.1016j.coal.2011.05.001.isothherm7,,,,,
68,68,2e-10,10.1002Aic.13970.isotherm43,,,,,
1649,1649,2e-10,10.108008927022.2011.602974.Isotherm7,,,,,
77,77,2e-10,10.1021Jp908978q.Isotherm2-1,,,,,
2127,2127,2e-10,10.1021La302537d.Isotherm13,,,,,
2370,2370,2e-10,10.1002chem.201002818.Isotherm9,,,,,
3091,3091,2e-10,10.1002chem.201002818.Isotherm14,,,,,
1805,1805,2e-10,10.1016j.micromeso.2012.02.034.Isotherm4,,,,,
2372,2372,2e-10,10.1002chem.201002818.Isotherm10,,,,,
3092,3092,2e-10,10.1002chem.201002818.Isotherm12,,,,,
2345,2345,2e-10,10.1021Ic500722n.Isotherm32,,,,,
73,73,2e-10,10.1039C2jm31541f.Isotherm1-1,,,,,
355,355,2e-10,10.1007s10450-013-9527-2.isotherm8,,,,,
369,369,2e-10,10.1021jp067226u.isotherm4,,,,,
313,313,2e-10,10.1016j.coal.2011.05.001.isothherm6,,,,,
371,371,2e-10,10.1021jp067226u.isotherm12,,,,,
372,372,2e-10,10.1021jp067226u.isotherm11,,,,,
72,72,2e-10,10.8888jp206959k.Isotherm18,,,,,
2326,2326,2e-10,10.1039C3ra42213e.isotherm8,,,,,
2126,2126,2e-10,10.1021La302537d.Isotherm14,,,,,
1782,1782,2e-10,10.1016j.fluid.2013.11.029.Isotherm75,,,,,
69,69,2e-10,10.1002Aic.13970.isotherm42,,,,,
2125,2125,2e-10,10.1021La302537d.Isotherm17,,,,,
2972,2972,2e-10,10.1016j.micromeso.2015.03.021.Isotherm1,,,,,
2971,2971,2e-10,10.1016j.micromeso.2015.03.021.Isotherm3,,,,,
339,339,2e-10,10.1007s10450-006-0138-z.isotherm10,,,,,
3089,3089,2e-10,10.1002chem.201002818.Isotherm13,,,,,
336,336,2e-10,10.1007s10450-006-0138-z.isotherm5,,,,,
335,335,2e-10,10.1007s10450-006-0138-z.isotherm6,,,,,
2327,2327,2e-10,10.1039C3ra42213e.isotherm7,,,,,
2403,2403,2e-10,10.1039C2dt12102f.Isotherm33,,,,,
314,314,2e-10,10.1016j.coal.2011.05.001.isothherm5,,,,,
315,315,2e-10,10.1016j.coal.2011.05.001.isothherm4,,,,,
316,316,2e-10,10.1016j.coal.2011.05.001.isothherm3,,,,,
317,317,2e-10,10.1016j.coal.2011.05.001.isothherm20,,,,,
318,318,2e-10,10.1016j.coal.2011.05.001.isothherm2,,,,,
319,319,2e-10,10.1016j.coal.2011.05.001.isothherm19,,,,,
320,320,2e-10,10.1016j.coal.2011.05.001.isothherm18,,,,,
79,79,2e-10,10.1021Jp908978q.Isotherm10,,,,,
2156,2156,2e-10,10.1016j.jcat.2014.07.010.Isotherm34,,,,,
321,321,2e-10,10.1016j.coal.2011.05.001.isothherm17,,,,,
322,322,2e-10,10.1016j.coal.2011.05.001.isothherm16,,,,,
323,323,2e-10,10.1016j.coal.2011.05.001.isothherm15,,,,,
324,324,2e-10,10.1016j.coal.2011.05.001.isothherm14,,,,,
326,326,2e-10,10.1016j.coal.2011.05.001.isothherm12,,,,,
327,327,2e-10,10.1016j.coal.2011.05.001.isothherm11,,,,,
328,328,2e-10,10.1016j.coal.2011.05.001.isothherm10,,,,,
2133,2133,2e-10,10.1002anie.201105966.Isotherm12,,,,,
331,331,2e-10,10.1007s10450-013-9527-2.isotherm1,,,,,
334,334,2e-10,10.1007s10450-006-0138-z.isotherm7,,,,,
74,74,2e-10,10.1039C2jm31541f.Isotherm1,,,,,
1265,1265,2e-10,10.1021Jp305524f.Isotherm117,,,,,
523,523,2e-10,10.1021La4027128.isotherm1,,,,,
2671,2671,2e-10,10.1039C0cc04689b.isotherm6,,,,,
971,971,2e-10,10.1039C1cp20168a.Isotherm7,,,,,
976,976,2e-10,10.1039C1cp20168a.Isotherm1,,,,,
2685,2685,2e-10,10.1039C0cc00027b.Isotherm8,,,,,
2684,2684,2e-10,10.1039C0cc00027b.Isotherm9,,,,,
977,977,2e-10,10.1039C0cc02194f.isotherm6,,,,,
979,979,2e-10,10.1039C0cc02194f.isotherm2,,,,,
1337,1337,2e-10,10.1007s10450-010-9305-3.Isotherm12,,,,,
2522,2522,2e-10,10.1021Je0498917.isotherm7,,,,,
1323,1323,2e-10,10.1016j.fluid.2013.11.029.Isotherm18,,,,,
2676,2676,2e-10,10.1039C0cc02496a.Isotherm6,,,,,
985,985,2e-10,10.1039B807470d.isotherm13,,,,,
1321,1321,2e-10,10.1016j.fluid.2013.11.029.Isotherm45,,,,,
1291,1291,2e-10,10.1021Ie801294n.Isotherm1-1,,,,,
1011,1011,2e-10,10.1016j.colsurfa.2014.09.017.Isotherm18,,,,,
2249,2249,2e-10,10.1021Ja902740r.Isotherm2,,,,,
1320,1320,2e-10,10.1016j.fluid.2013.11.029.Isotherm9,,,,,
1028,1028,2e-10,10.12600263-6174.28.8-9.823.isotherm3d,,,,,
2250,2250,2e-10,10.1021Ja902740r.Isotherm3,,,,,
1056,1056,2e-10,10.1039B807470d.isotherm9,,,,,
2159,2159,2e-10,10.1002anie.201105966.Isotherm14,,,,,
1303,1303,2e-10,10.1016j.micromeso.2013.11.015.Isotherm12,,,,,
1984,1984,2e-10,10.1039C4ra12432d.Isotherm4,,,,,
1969,1969,2e-10,10.1021Ja4045289.isotherm24,,,,,
1299,1299,2e-10,10.1016j.micromeso.2013.11.015.Isotherm6,,,,,
956,956,2e-10,10.1021Ie902008g.isotherm3,,,,,
952,952,2e-10,10.1021Jp211563e.isotherm3,,,,,
2508,2508,2e-10,10.1039C1jm10264h.Isotherm23,,,,,
899,899,2e-10,10.1007s1045001395272.Isotherm53,,,,,
2502,2502,2e-10,10.1039C1jm10264h.Isotherm79,,,,,
2729,2729,2e-10,10.1038Nchem.1457.Isotherm28,,,,,
2728,2728,2e-10,10.1038Nchem.1457.Isotherm34,,,,,
2726,2726,2e-10,10.1038Nchem.1457.Isotherm33,,,,,
2725,2725,2e-10,10.1038Nchem.1457.Isotherm26,,,,,
855,855,2e-10,10.1039C4ee00143e.Isotherm68,,,,,
856,856,2e-10,10.1021La800803w.isotherm8,,,,,
2247,2247,2e-10,10.1039c4ce01393j.Isotherm4,,,,,
860,860,2e-10,10.1021La800803w.isotherm12,,,,,
873,873,2e-10,10.1021Jp076657p.isotherm5,,,,,
874,874,2e-10,10.1021Jp076657p.isotherm24,,,,,
875,875,2e-10,10.1021Jp076657p.isotherm18,,,,,
876,876,2e-10,10.1021Jp062723w.Isotherm3-1,,,,,
2503,2503,2e-10,10.1039C1jm10264h.Isotherm28,,,,,
877,877,2e-10,10.1021Jp062723w.Isotherm3,,,,,
878,878,2e-10,10.1016j.micromeso.2010.09.013.Isotherm35,,,,,
2506,2506,2e-10,10.1039C1jm10264h.Isotherm25,,,,,
879,879,2e-10,10.1016j.micromeso.2010.09.013.Isotherm34,,,,,
881,881,2e-10,10.1016j.micromeso.2010.09.013.Isotherm28,,,,,
882,882,2e-10,10.1016j.micromeso.2010.09.013.Isotherm23,,,,,
883,883,2e-10,10.1016j.micromeso.2010.09.013.Isotherm22,,,,,
884,884,2e-10,10.1016j.micromeso.2010.07.007.isotherm8,,,,,
2507,2507,2e-10,10.1039C1jm10264h.Isotherm24,,,,,
1292,1292,2e-10,10.1021Ie801294n.Isotherm1,,,,,
1290,1290,2e-10,10.1021Ie801294n.Isotherm1-2,,,,,
524,524,2e-10,10.1021Jp308525k.isotherm9,,,,,
1240,1240,2e-10,10.1021Jp305524f.Isotherm91,,,,,
1215,1215,2e-10,10.1039B804343d.Isotherm17,,,,,
1900,1900,2e-10,10.1016j.ces.2009.05.039.isotherm4,,,,,
1272,1272,2e-10,10.1021Jp076657p.isotherm23,,,,,
1219,1219,2e-10,10.1021La803666t.Isotherm3,,,,,
1901,1901,2e-10,10.1016j.ces.2009.05.039.Isotherm17,,,,,
2561,2561,2e-10,10.1007s10450-013-9527-2.isotherm14,,,,,
1233,1233,2e-10,10.1021jp809539w.Isotherm56,,,,,
1234,1234,2e-10,10.1021jp809539w.Isotherm55,,,,,
1271,1271,2e-10,10.1021Jp076657p.isotherm3,,,,,
2563,2563,2e-10,10.1007s10450-013-9527-2.isotherm17,,,,,
1239,1239,2e-10,10.1021Jp809539w.isotherm1,,,,,
1244,1244,2e-10,10.1021Jp305524f.Isotherm60,,,,,
2254,2254,2e-10,10.1039C4cc00375f.Isotherm6,,,,,
1245,1245,2e-10,10.1021Jp305524f.Isotherm56,,,,,
1246,1246,2e-10,10.1021Jp305524f.Isotherm50,,,,,
1252,1252,2e-10,10.1021Jp305524f.Isotherm34,,,,,
1254,1254,2e-10,10.1021Jp305524f.Isotherm215,,,,,
1255,1255,2e-10,10.1021Jp305524f.Isotherm211,,,,,
1256,1256,2e-10,10.1021Jp305524f.Isotherm205,,,,,
1257,1257,2e-10,10.1021Jp305524f.Isotherm180,,,,,
1258,1258,2e-10,10.1021Jp305524f.Isotherm171,,,,,
1260,1260,2e-10,10.1021Jp305524f.Isotherm162,,,,,
1262,1262,2e-10,10.1021Jp305524f.Isotherm144,,,,,
1263,1263,2e-10,10.1021Jp305524f.Isotherm135,,,,,
1214,1214,2e-10,10.1039B804343d.Isotherm18,,,,,
1205,1205,2e-10,10.12600263-6174.28.8-9.823.isotherm1b,,,,,
1203,1203,2e-10,10.12600263-6174.28.8-9.823.isotherm1d,,,,,
1274,1274,2e-10,10.1021Jp076657p.isotherm16,,,,,
2255,2255,2e-10,10.1039C4cc00375f.Isotherm5,,,,,
1167,1167,2e-10,10.1039B807470d.isotherm6,,,,,
1169,1169,2e-10,10.1038srep12045.Isotherm5,,,,,
1283,1283,2e-10,10.1021Jp050948l.isotherm33,,,,,
2540,2540,2e-10,10.1007s10450-013-9527-2.isotherm15,,,,,
2541,2541,2e-10,10.1007s10450-013-9527-2.isotherm10,,,,,
1966,1966,2e-10,10.1039C4ra12432d.Isotherm8,,,,,
1280,1280,2e-10,10.1021Jp062723w.Isotherm4,,,,,
1934,1934,2e-10,10.1016j.cej.2012.04.071.isotherm10,,,,,
2545,2545,2e-10,10.1016j.ijhydene.2009.01.092.Isotherm1,,,,,
1933,1933,2e-10,10.1039C2ra20641b.isotherm7,,,,,
2627,2627,2e-10,10.1007s1093401500604.Isotherm29,,,,,
2547,2547,2e-10,10.1016j.egypro.2009.01.166.Isotherm10,,,,,
2625,2625,2e-10,10.1021Ja1089765.Isotherm5,,,,,
1279,1279,2e-10,10.1021Jp062723w.Isotherm4-1,,,,,
1908,1908,2e-10,10.1016j.ces.2009.05.039.isotherm5,,,,,
1907,1907,2e-10,10.1016j.ces.2009.05.039.isotherm3,,,,,
2553,2553,2e-10,10.1021Je0498917.isotherm3,,,,,
1275,1275,2e-10,10.1021Jp076657p.isotherm1,,,,,
1904,1904,2e-10,10.1016j.ces.2009.05.039.isotherm11,,,,,
1903,1903,2e-10,10.1016j.ces.2009.05.039.isotherm12,,,,,
2614,2614,2e-10,10.1039C0nj00836b.isotherm9,,,,,
1201,1201,2e-10,10.12600263-6174.28.8-9.823.isotherm1f,,,,,
837,837,2e-10,10.1039B807470d.isotherm12,,,,,
831,831,2e-10,10.1002Aic.11298.Isotherm2,,,,,
830,830,2e-10,10.1002Aic.11298.Isotherm2-1,,,,,
1464,1464,2e-10,10.1021Jp3046356.Isotherm29,,,,,
1502,1502,2e-10,10.11552015439382.Isotherm13,,,,,
683,683,2e-10,10.1007s10450-013-9527-2.isotherm18,,,,,
1868,1868,2e-10,10.1039c5sc01796c.Isotherm1,,,,,
1496,1496,2e-10,10.1021Jp211563e.isotherm11,,,,,
2438,2438,2e-10,10.1039C2cc31792c.Isotherm11,,,,,
2286,2286,2e-10,10.1002chem.201101733.Isotherm3,,,,,
1871,1871,2e-10,10.1039c5sc01796c.Isotherm4,,,,,
1264,1264,2e-10,10.1021Jp305524f.Isotherm126,,,,,
700,700,2e-10,10.1039C1cp20168a.Isotherm21,,,,,
1467,1467,2e-10,10.1360cjcp2006.19(5).457.6.isotherm10,,,,,
2224,2224,2e-10,10.1007s10934-010-9378-0.Isotherm7,,,,,
2445,2445,2e-10,10.1039C1jm10394f.Isotherm3,,,,,
730,730,2e-10,10.1016j.micromeso.2010.09.013.Isotherm47,,,,,
1436,1436,2e-10,10.1360cjcp2006.19(5).457.6.isotherm11,,,,,
2448,2448,2e-10,10.1039C1jm10394f.Isotherm2,,,,,
710,710,2e-10,10.1021La803085h.isotherm5,,,,,
2225,2225,2e-10,10.1007s10934-010-9378-0.Isotherm6,,,,,
1874,1874,2e-10,10.1039c5sc01796c.Isotherm7,,,,,
1385,1385,2e-10,10.1039C2cp23839j.Isotherm27,,,,,
2023,2023,2e-10,10.1002adfm.201200084.Isotherm7,,,,,
1384,1384,2e-10,10.1039C2cp23839j.Isotherm28,,,,,
720,720,2e-10,10.1021Ic500722n.Isotherm57,,,,,
725,725,2e-10,10.1016S2095-4956(14)60173-X.Isotherm9,,,,,
726,726,2e-10,10.1016S2095-4956(14)60171-6.Isotherm8,,,,,
2425,2425,2e-10,10.1039C2cc35729a.Isotherm8,,,,,
1509,1509,2e-10,10.1021Ja8039579.Isotherm2,,,,,
666,666,2e-10,10.1016j.micromeso.2012.05.021.Isotherm7,,,,,
665,665,2e-10,10.1016j.micromeso.2012.05.021.Isotherm8,,,,,
2407,2407,2e-10,10.1039C2dt12102f.Isotherm24,,,,,
2408,2408,2e-10,10.1039C2dt12102f.Isotherm22,,,,,
2409,2409,2e-10,10.1039C2dt12102f.Isotherm21,,,,,
2410,2410,2e-10,10.1039C2dt12102f.Isotherm18,,,,,
2412,2412,2e-10,10.1039C2dt12102f.Isotherm14,,,,,
2413,2413,2e-10,10.1039C2dt12102f.Isotherm13,,,,,
548,548,2e-10,10.1016j.micromeso.2015.07.013.Isotherm19,,,,,
554,554,2e-10,10.11552015439382.Isotherm11,,,,,
2880,2880,2e-10,10.1021jacs.5b00450.Isotherm13,,,,,
2071,2071,2e-10,10.1039C4ee00143e.Isotherm71,,,,,
2414,2414,2e-10,10.1039C2dt12102f.Isotherm10,,,,,
562,562,2e-10,10.1021La4027128.isotherm15,,,,,
